"declarationDate","state","placeCode","disasterNumber","title"
"2013-11-26T18:08:00 -05:00","IL",99019,4157,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES"
"2014-01-23T15:30:00 -05:00","AK",6362,4162,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-03-06T18:00:00 -05:00","GA",99255,4165,"SEVERE WINTER STORM"
"2014-03-06T18:00:00 -05:00","GA",99009,4165,"SEVERE WINTER STORM"
"2014-03-06T18:00:00 -05:00","GA",99163,4165,"SEVERE WINTER STORM"
"2014-03-06T18:00:00 -05:00","GA",99301,4165,"SEVERE WINTER STORM"
"2014-03-31T13:45:00 -04:00","NC",99059,4167,"SEVERE WINTER STORM"
"2014-03-31T13:45:00 -04:00","NC",99151,4167,"SEVERE WINTER STORM"
"2014-04-17T11:43:00 -04:00","MT",99037,4172,"ICE JAMS AND FLOODING"
"2014-04-04T14:12:00 -04:00","OR",99003,4169,"SEVERE WINTER STORM"
"2014-04-17T11:43:00 -04:00","MT",99089,4172,"ICE JAMS AND FLOODING"
"2014-04-22T09:28:00 -04:00","IN",99063,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99087,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-11T16:15:00 -04:00","TN",99043,4171,"SEVERE WINTER STORM"
"2014-04-22T09:28:00 -04:00","IN",99109,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99011,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99133,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99169,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-30T20:40:00 -04:00","MS",99089,4175,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2014-04-30T20:40:00 -04:00","MS",99149,4175,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2014-05-02T21:45:00 -04:00","AL",99073,4176,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-05-06T18:30:00 -04:00","FL",99113,4177,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-05-06T18:30:00 -04:00","FL",99013,4177,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-08T12:15:00 -04:00","NY",99043,4180,"SEVERE STORMS AND FLOODING"
"2014-07-08T12:15:00 -04:00","NY",99101,4180,"SEVERE STORMS AND FLOODING"
"2014-07-14T12:17:00 -04:00","IA",99129,4181,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-21T15:29:00 -04:00","MN",99019,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99123,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99101,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99173,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99133,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99153,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-24T10:45:00 -04:00","NE",99061,4183,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T10:45:00 -04:00","NE",99167,4183,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99021,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99091,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-28T11:02:00 -04:00","NE",99175,4185,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99095,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99079,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99147,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99107,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99113,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99167,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99157,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99135,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-28T11:02:00 -04:00","NE",99021,4185,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99009,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-19T15:13:00 -04:00","ND",99005,4190,"SEVERE STORMS AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99059,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-19T15:13:00 -04:00","ND",99061,4190,"SEVERE STORMS AND FLOODING"
"2014-09-25T12:00:00 -04:00","MI",99099,4195,"SEVERE STORMS AND FLOODING"
"2014-09-10T00:00:00 -04:00","AS",99050,4192,"SEVERE STORMS, FLOODING, AND LANDSLIDES"
"2014-10-29T09:00:00 -04:00","NM",99035,4199,"SEVERE STORMS AND FLOODING"
"2014-11-05T12:00:00 -05:00","NV",47800,4202,"SEVERE STORMS AND FLOODING"
"2014-10-09T21:35:00 -04:00","MT",99105,4198,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-12-22T09:56:00 -05:00","NY",99029,4204,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING"
"2014-10-09T21:35:00 -04:00","MT",99005,4198,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-10-06T19:20:00 -04:00","NM",660,4197,"SEVERE STORMS AND FLOODING"
"2014-12-22T09:56:00 -05:00","NY",99089,4204,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING"
"2011-07-13T18:59:00 -04:00","OH",99025,4002,"SEVERE STORMS AND FLOODING"
"2011-07-22T15:30:00 -04:00","WY",99003,4007,"SEVERE STORMS, FLOODING, AND LANDSLIDES"
"2011-07-28T13:57:00 -04:00","MN",99095,4009,"SEVERE STORMS, FLOODING, AND TORNADOES"
"2011-08-08T17:08:00 -04:00","UT",99029,4011,"FLOODING"
"2011-08-08T17:08:00 -04:00","UT",99043,4011,"FLOODING"
"2011-08-08T17:08:00 -04:00","UT",99051,4011,"FLOODING"
"2011-08-12T16:30:00 -04:00","MO",99033,4012,"FLOODING"
"2011-08-12T16:30:00 -04:00","NE",99107,4013,"FLOODING"
"2011-08-12T16:30:00 -04:00","NE",99019,4014,"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING"
"2011-08-12T16:30:00 -04:00","NE",99145,4014,"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING"
"2011-08-27T21:45:00 -04:00","PR",99001,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99013,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99029,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99039,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99049,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99069,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99085,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99101,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99111,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99123,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99141,4017,"HURRICANE IRENE"
"2011-08-27T21:45:00 -04:00","PR",99153,4017,"HURRICANE IRENE"
"2011-09-01T16:25:00 -04:00","VT",99003,4022,"TROPICAL STORM IRENE"
"2011-09-03T16:15:00 -04:00","VA",99095,4024,"HURRICANE IRENE"
"2011-09-03T16:15:00 -04:00","VA",63768,4024,"HURRICANE IRENE"
"2011-09-03T16:15:00 -04:00","VA",99159,4024,"HURRICANE IRENE"
"2011-09-09T22:15:00 -04:00","TX",99267,4029,"WILDFIRES"
"2011-09-09T22:15:00 -04:00","TX",99389,4029,"WILDFIRES"
"2011-09-12T23:12:00 -04:00","PA",99079,4030,"TROPICAL STORM LEE"
"2011-09-12T23:12:00 -04:00","PA",99093,4030,"TROPICAL STORM LEE"
"2011-09-12T23:12:00 -04:00","PA",99119,4030,"TROPICAL STORM LEE"
"2011-09-13T17:00:00 -04:00","NY",99015,4031,"REMNANTS OF TROPICAL STORM LEE"
"2011-09-13T17:00:00 -04:00","NY",99095,4031,"REMNANTS OF TROPICAL STORM LEE"
"2011-09-13T18:00:00 -04:00","ME",99015,4032,"TROPICAL STORM IRENE"
"2011-10-18T16:45:00 -04:00","PR",99075,4040,"TROPICAL STORM MARIA"
"2011-11-04T17:58:00 -04:00","VA",99075,4042,"EARTHQUAKE"
"2012-02-01T14:00:00 -05:00","AL",99021,4052,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2012-03-02T13:12:00 -05:00","OR",99027,4055,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2012-03-05T13:51:00 -05:00","WA",99039,4056,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2012-03-09T21:20:00 -05:00","IN",99173,4058,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES"
"2012-03-16T00:00:00 -04:00","WV",99049,4059,"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES"
"2012-07-03T16:00:00 -04:00","FL",99105,4068,"TROPICAL STORM DEBBY"
"2012-07-06T13:05:00 -04:00","MN",99021,4069,"SEVERE STORMS AND FLOODING"
"2012-07-06T13:05:00 -04:00","MN",99093,4069,"SEVERE STORMS AND FLOODING"
"2012-07-06T13:05:00 -04:00","MN",99137,4069,"SEVERE STORMS AND FLOODING"
"2012-07-23T14:40:00 -04:00","WV",99003,4071,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99011,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99019,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99031,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",19728,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99053,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99065,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",49784,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99137,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99155,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-07-27T11:00:00 -04:00","VA",99163,4072,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99003,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99023,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99059,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99073,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99091,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99117,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99129,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-20T16:10:00 -04:00","OH",99163,4077,"SEVERE STORMS AND STRAIGHT-LINE WINDS"
"2012-08-29T22:50:00 -04:00","MS",99049,4081,"HURRICANE ISAAC"
"2012-08-29T22:50:00 -04:00","MS",47980,4081,"HURRICANE ISAAC"
"2012-10-18T19:45:00 -04:00","FL",99045,4084,"HURRICANE ISAAC"
"2012-10-30T04:34:00 -04:00","NY",99059,4085,"HURRICANE SANDY"
"2012-10-30T04:34:00 -04:00","NY",99085,4085,"HURRICANE SANDY"
"2012-10-30T04:34:00 -04:00","NY",99119,4085,"HURRICANE SANDY"
"2012-11-03T10:00:00 -04:00","UT",99053,4088,"SEVERE STORM AND FLOODING"
"2012-11-16T17:15:00 -05:00","DE",99001,4090,"HURRICANE SANDY"
"2012-11-20T21:50:00 -05:00","MD",99045,4091,"HURRICANE SANDY"
"2012-11-26T17:15:00 -05:00","VA",99045,4092,"HURRICANE SANDY"
"2012-11-26T17:15:00 -05:00","VA",99103,4092,"HURRICANE SANDY"
"2012-11-26T17:15:00 -05:00","VA",99119,4092,"HURRICANE SANDY"
"2012-11-26T17:15:00 -05:00","VA",99193,4092,"HURRICANE SANDY"
"2013-01-29T16:00:00 -05:00","AR",99059,4100,"SEVERE WINTER STORM"
"2013-03-21T15:35:00 -04:00","CT",99005,4106,"SEVERE WINTER STORM AND SNOWSTORM"
"2013-04-19T15:00:00 -04:00","MA",99011,4110,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99015,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99037,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99093,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99105,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99131,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99149,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-10T18:15:00 -04:00","IL",99173,4116,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-05-29T16:23:00 -04:00","ND",99079,4118,"FLOODING"
"2013-06-18T16:02:00 -04:00","MI",99013,4121,"FLOODING "
"2013-06-18T16:02:00 -04:00","MI",99081,4121,"FLOODING "
"2013-06-18T16:02:00 -04:00","MI",99123,4121,"FLOODING "
"2013-06-25T14:25:00 -04:00","AK",1255,4122,"FLOODING"
"2013-06-25T16:21:00 -04:00","AR",99111,4124,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-07-02T13:40:00 -04:00","IA",99127,4126,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-07-10T12:26:00 -04:00","MT",99041,4127,"FLOODING "
"2013-07-02T13:40:00 -04:00","IA",99169,4126,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-07-12T18:09:00 -04:00","ND",99025,4128,"SEVERE STORMS AND FLOODING"
"2013-07-12T18:38:00 -04:00","NY",99031,4129,"SEVERE STORMS AND FLOODING"
"2013-07-25T14:16:00 -04:00","MN",99145,4131,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2013-07-12T18:09:00 -04:00","ND",99083,4128,"SEVERE STORMS AND FLOODING"
"2013-07-18T21:50:00 -04:00","MO",99027,4130,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING"
"2013-07-02T13:40:00 -04:00","IA",99195,4126,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-07-12T18:38:00 -04:00","NY",99063,4129,"SEVERE STORMS AND FLOODING"
"2013-07-26T07:45:00 -04:00","WV",99053,4132,"SEVERE STORMS AND FLOODING"
"2013-08-02T19:30:00 -04:00","NH",99009,4139,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-07-12T18:09:00 -04:00","ND",99099,4128,"SEVERE STORMS AND FLOODING"
"2013-09-14T22:55:00 -04:00","CO",99019,4145,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2013-09-25T09:27:00 -04:00","NC",99121,4146,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2013-09-14T22:55:00 -04:00","CO",99047,4145,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2013-09-30T19:29:00 -04:00","NM",99001,4148,"SEVERE STORMS AND FLOODING "
"2013-08-08T12:10:00 -04:00","WI",99109,4141,"SEVERE STORMS, FLOODING, AND MUDSLIDES"
"2013-09-25T09:27:00 -04:00","NC",99027,4146,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2013-10-01T18:19:00 -04:00","PA",99039,4149,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-10-01T18:19:00 -04:00","PA",99121,4149,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2013-09-30T19:29:00 -04:00","NM",67460,4148,"SEVERE STORMS AND FLOODING "
"2013-10-22T16:35:00 -04:00","KS",99061,4150,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING"
"2013-09-25T09:27:00 -04:00","NC",99005,4146,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2013-10-22T16:35:00 -04:00","KS",99041,4150,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING"
"2013-10-29T21:05:00 -04:00","NC",99193,4153,"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"
"2013-10-29T12:39:00 -04:00","NM",99005,4152,"SEVERE STORMS, FLOODING, AND MUDSLIDES"
"2013-10-29T21:05:00 -04:00","NC",99009,4153,"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"
"2013-10-29T12:39:00 -04:00","NM",99028,4152,"SEVERE STORMS, FLOODING, AND MUDSLIDES"
"2013-10-31T11:15:00 -04:00","ND",99059,4154,"SEVERE WINTER STORM"
"2013-11-26T11:17:00 -05:00","NE",99163,4156,"SEVERE STORMS, WINTER STORMS, TORNADOES AND FLOODING"
"2013-10-22T16:35:00 -04:00","KS",99155,4150,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING"
"2013-11-26T18:08:00 -05:00","IL",99041,4157,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES"
"2013-11-26T18:08:00 -05:00","IL",99127,4157,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES"
"2013-11-26T18:08:00 -05:00","IL",99189,4157,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES"
"2014-01-23T15:30:00 -05:00","AK",99090,4162,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-03-06T18:00:00 -05:00","GA",99141,4165,"SEVERE WINTER STORM"
"2014-03-06T18:00:00 -05:00","GA",99303,4165,"SEVERE WINTER STORM"
"2014-04-11T16:15:00 -04:00","TN",99047,4171,"SEVERE WINTER STORM"
"2014-03-06T18:00:00 -05:00","GA",99073,4165,"SEVERE WINTER STORM"
"2014-03-12T10:35:00 -04:00","SC",99037,4166,"SEVERE WINTER STORM"
"2014-03-31T13:45:00 -04:00","NC",99077,4167,"SEVERE WINTER STORM"
"2014-04-11T16:15:00 -04:00","TN",99157,4171,"SEVERE WINTER STORM"
"2014-04-17T11:43:00 -04:00","MT",99079,4172,"ICE JAMS AND FLOODING"
"2014-03-06T18:00:00 -05:00","GA",99189,4165,"SEVERE WINTER STORM"
"2014-04-02T17:16:00 -04:00","WA",61402,4168,"FLOODING AND MUDSLIDES"
"2014-04-17T11:43:00 -04:00","MT",99043,4172,"ICE JAMS AND FLOODING"
"2014-04-22T09:28:00 -04:00","IN",99021,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-17T11:43:00 -04:00","MT",99095,4172,"ICE JAMS AND FLOODING"
"2014-04-22T09:28:00 -04:00","IN",99069,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99181,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-05-06T18:30:00 -04:00","FL",99033,4177,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-04-22T09:28:00 -04:00","IN",99111,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-22T09:28:00 -04:00","IN",99153,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-05-02T21:45:00 -04:00","AL",99107,4176,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-04-29T10:24:00 -04:00","AR",99049,4174,"SEVERE STORMS,TORNADOES, AND FLOODING"
"2014-05-06T18:30:00 -04:00","FL",99131,4177,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-04-22T09:28:00 -04:00","IN",99089,4173,"SEVERE WINTER STORM AND SNOWSTORM"
"2014-04-29T10:24:00 -04:00","AR",99119,4174,"SEVERE STORMS,TORNADOES, AND FLOODING"
"2014-05-02T21:45:00 -04:00","AL",99055,4176,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-08T12:15:00 -04:00","NY",99003,4180,"SEVERE STORMS AND FLOODING"
"2014-07-08T12:15:00 -04:00","NY",99123,4180,"SEVERE STORMS AND FLOODING"
"2014-07-14T12:17:00 -04:00","IA",99137,4181,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-21T15:29:00 -04:00","MN",99007,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99023,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99063,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",53512,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99135,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99159,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99083,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-21T15:29:00 -04:00","MN",99103,4182,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2014-07-24T10:45:00 -04:00","NE",99027,4183,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T10:45:00 -04:00","NE",99065,4183,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99063,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99149,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-24T09:48:00 -04:00","IA",99189,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-28T11:02:00 -04:00","NE",99023,4185,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-28T11:02:00 -04:00","NE",99177,4185,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-07-28T17:30:00 -04:00","SD",99061,4186,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2014-07-28T17:30:00 -04:00","SD",61260,4186,"SEVERE STORMS, TORNADOES, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99075,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99097,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-05T16:08:00 -04:00","IA",99165,4187,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99039,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99081,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-09-25T12:00:00 -04:00","MI",99125,4195,"SEVERE STORMS AND FLOODING"
"2014-08-19T15:13:00 -04:00","ND",99069,4190,"SEVERE STORMS AND FLOODING"
"2014-10-06T19:20:00 -04:00","NM",70320,4197,"SEVERE STORMS AND FLOODING"
"2014-08-19T15:13:00 -04:00","ND",99009,4190,"SEVERE STORMS AND FLOODING"
"2014-10-29T09:00:00 -04:00","NM",99047,4199,"SEVERE STORMS AND FLOODING"
"2014-09-10T00:00:00 -04:00","AS",99010,4192,"SEVERE STORMS, FLOODING, AND LANDSLIDES"
"2014-10-09T21:35:00 -04:00","MT",99011,4198,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-08-13T17:35:00 -04:00","TN",99115,4189,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2014-10-29T09:00:00 -04:00","NM",99007,4199,"SEVERE STORMS AND FLOODING"
"2014-11-05T18:00:00 -05:00","AZ",99012,4203,"SEVERE STORMS AND FLOODING"
"2014-12-22T09:56:00 -05:00","NY",99121,4204,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING"
"2014-12-22T09:56:00 -05:00","NY",99037,4204,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING"
"2011-07-13T18:59:00 -04:00","OH",99081,4002,"SEVERE STORMS AND FLOODING"
